Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No.,Road No.,km,X-Coord,Y-Coord,Analysis Date,Total Cost
P207_01N_C4109,Tributary of Elands River,Major Culvert,Culvert Major,2012/10/24,01N,P207,30.60,28.58,-25.49,2022/06/30,23310.00
P207_01N_C4110,Tributary of Elands River,Major Culvert,Culvert Major,2012/10/24,01N,P207,33.40,28.60,-25.48,2022/06/30,4410.00
P207_01N_IDC1697,PC8,Major Culvert,Culvert Major,2012/10/25,01N,P207,16.80,28.52,-25.58,2022/06/30,83646.00
P207_01N_IDC1701,PC9,Major Culvert,Culvert Major,2012/10/25,01N,P207,22.30,28.53,-25.53,2022/06/30,0.00
P212_01N_B4215,"ROAD OVER ROAD, NASMITH OVER ROAD P212/1",Bridge,Bridge,2012/10/16,01N,P212,0.80,28.14,-26.22,2022/06/30,299585.00
P212_01N_B4718,"PIPE BRIDGE OVER ROAD, PIPE BRIDGE OVER P212/1",Bridge,Bridge,2012/10/16,01N,P212,0.70,28.14,-26.22,2022/06/30,10760.00
P212_01N_B4845,"PEDESTRIAN OVER ROAD, PEDSTRIAN OVER P212/1",Bridge,Bridge,2012/10/16,01N,P212,1.00,28.14,-26.22,2022/06/30,1034650.00
P212_01N_IDB2491,Lower Germiston Road Overpass,Bridge,Bridge,2012/11/14,01N,P212,2.00,28.12,-26.21,2022/06/30,80860.00
P212_01N_IDB2501,Cleveland Road Overpass,Bridge,Bridge,2012/11/14,01N,P212,0.70,28.12,-26.21,2022/06/30,167510.00
P219_01N_IDB0978,P219/1-02,Bridge,Bridge,2012/10/18,01N,P219,4.59,27.89,-26.29,2022/06/30,403435.00
P219_01N_IDB1873,P219/1-01,Bridge,Bridge,2012/10/17,01N,P219,12.60,27.87,-26.31,2022/06/30,114150.00
P230_01N_B4689,4688 over Sand River,Bridge,Bridge Cellular,2016/04/01,1,P230,,28.05,-25.57,2022/06/30,35280.00
P230_01N_B5199,5199 over Ga-Rankuwa to Pienaarspoort Rail,Bridge,Bridge,2012/10/17,01N,P230,0.10,28.04,-25.62,2022/06/30,5130.00
P230_01N_C4688,"Culvert (703), Tributary to Sandrivier",Major Culvert,Culvert Major,2012/11/26,01N,P230,3.50,28.04,-25.59,2022/06/30,3000.00
P24_01N_B1575,P24/1 over the Rietspruit,Bridge,Bridge,2012/10/27,01N,P24,60.22,27.76,-26.62,2022/06/30,100040.00
P24_01N_B2168,P24/01-01,Bridge,Bridge,2012/10/10,01N,P24,0.60,27.58,-26.63,2022/06/30,27520.00
P24_01N_B2169,P24/1-02,Bridge,Bridge,2012/10/09,01N,P24,11.50,27.69,-26.63,2022/06/30,41550.00
P24_01N_IDC1364,Drainage,Major Culvert,Culvert Major,2012/10/18,01N,P24,42.30,27.58,-26.63,2022/06/30,15000.00
P241_01N_B1275,P241/1-01,Bridge,Bridge,2012/10/18,01N,P241,10.07,27.73,-26.25,2022/06/30,77850.00
P241_01N_B2094,P241/1-02,Bridge,Bridge,2012/10/30,01N,P241,5.40,27.74,-26.25,2022/06/30,176900.00
P242_01N_B414,Road Bridge over Boesmanspruit,Bridge,Bridge,2012/10/05,01N,P242,8.30,28.61,-26.46,2022/06/30,94700.00
P243_01N_B4948,Road P243/1 over agricultural and stream,Bridge,Bridge Cellular,2016/06/03,1,P243,1.00,28.13,-26.72,2022/06/30,0.00
P243_01N_B4949,Road P243/1 over river,Bridge,Bridge,2012/10/04,01N,P243,8.20,28.14,-26.72,2022/06/30,28960.00
P243_01N_C4878,P243/1 over spruit,Major Culvert,Culvert Major,2012/10/04,01N,P243,10.00,28.16,-26.73,2022/06/30,0.00
P243_01N_IDC2001,P243 over spruit,Major Culvert,Culvert Major,2012/10/03,01N,P243,29.00,28.35,-26.74,2022/06/30,61500.00
P243_01N_IDC2010,P243/1 over spruit,Major Culvert,Culvert Major,2012/10/03,01N,P243,1.00,28.19,-26.74,2022/06/30,0.00
P249_01N_B637,Hennops River Bridge,Bridge,Bridge,2012/10/30,01N,P249,11.90,27.99,-25.81,2022/06/30,2305890.00
P249_01N_B649,Hennops River Bridge,Bridge,Bridge,2012/10/30,01N,P249,13.80,27.99,-25.80,2022/06/30,553800.00
P249_01N_B760,Hennops River Bridge,Bridge,Bridge,2012/10/29,01N,P249,7.60,27.98,-25.84,2022/06/30,666770.00
P249_01N_B792,Bridge 792 on R511,Bridge,Bridge,2012/10/30,01N,P249,17.60,27.96,-25.77,2022/06/30,26250.00
P249_01N_IDB1804,Hennops River Bridge,Bridge,Bridge,2012/10/31,01N,P249,3.30,28.00,-25.79,2022/06/30,0.00
P249_01N_IDC1783,"Culvert at 18,65",Major Culvert,Culvert Major,2012/10/30,01N,P249,18.65,27.95,-25.77,2022/06/30,248.00
P249_01N_IDC2860,Culvert: Tributary of Hennops River,Major Culvert,Culvert Major,2012/10/29,01N,P249,8.20,27.97,-25.83,2022/06/30,256640.00
P25_01N_B1108,Road P25/1 over river,Bridge,Bridge,2012/10/02,01N,P25,4.50,28.32,-26.53,2022/06/30,61410.00
P25_01N_B2068,Road P25-1 over rail,Bridge,Bridge,2012/10/09,01N,P25,1.00,28.01,-26.56,2022/06/30,59060.00
P25_01N_B767,Klip River,Bridge,Bridge,2012/10/28,01N,P25,2.31,28.07,-26.56,2022/06/30,165430.00
P25_01N_B809,Road P25/1 over river,Bridge,Bridge,2012/10/02,01N,P25,42.20,28.27,-26.55,2022/06/30,100575.00
P25_01N_C743,drainage,Major Culvert,Culvert Major,2012/10/30,01N,P25,24.40,28.10,-26.56,2022/06/30,38200.00
P25_01N_IDC2354,drainage,Major Culvert,Culvert Major,2012/10/30,01N,P25,4.80,27.97,-26.62,2022/06/30,139650.00
P25_01N_IDC2359,drainage,Major Culvert,Culvert Major,2012/10/30,01N,P25,8.40,27.99,-26.59,2022/06/30,0.00
P25_01N_IDC2364,drainage,Major Culvert,Culvert Major,2012/10/30,01N,P25,26.90,28.13,-26.56,2022/06/30,0.00
P25_01N_IDC2366,drainage,Major Culvert,Culvert Major,2012/10/30,01N,P25,27.20,28.13,-26.56,2022/06/30,7215.00
P25_01N_IDC2367,drainage,Major Culvert,Culvert Major,2012/10/30,01N,P25,34.90,28.21,-26.56,2022/06/30,15280.00
P252_01N_BL06-0VP-090,P252-1 Over Guatrain,Bridge,Bridge,2012/10/30,01N,P252,2.50,28.18,-25.81,2022/06/30,114000.00
P27_01N_B1270,Road P27/1 over stream,Bridge,Bridge,2012/10/01,01N,P27,1.00,28.39,-26.68,2022/06/30,68290.00
P27_01N_B1271,Road p27/1 over Suikerbosrand river,Bridge,Bridge,2012/10/01,01N,P27,5.00,28.38,-26.65,2022/06/30,273580.00
P27_01N_B1272,Road P27-1 over river,Bridge,Bridge,2012/10/01,01N,P27,1.00,28.38,-26.64,2022/06/30,70940.00
P27_01N_IDC1989,P27/1 over spruit,Major Culvert,Culvert Major,2012/10/01,01N,P27,1.00,28.38,-26.61,2022/06/30,0.00
P27_01N_IDC1991,P27/1 over spruit,Major Culvert,Culvert Major,2012/10/01,01N,P27,46.50,28.38,-26.61,2022/06/30,3780.00
P27_01N_IDC1993,P27/1 over spruit,Major Culvert,Culvert Major,2012/10/01,01N,P27,1.00,28.38,-26.63,2022/06/30,0.00
P27_01N_IDC1994,P27/1 oner stream,Major Culvert,Culvert Major,2012/10/01,01N,P27,1.00,28.39,-26.68,2022/06/30,0.00
P28_1_B2094z,Vlakplaas Bridge 2094,Bridge,Bridge,2012/10/10,1,P28,1.10,27.64,-26.08,2022/06/30,76480.00
P28_1_IDC0001z,Rietspruit Tributary,Major Culvert,Culvert Major,2012/01/18,1,P28,84.10,27.59,-26.13,2022/06/30,1260.00
P29_02N_IDC0931,"Culvert (778), Tributary to Cowles dam",Major Culvert,Culvert Major,2012/10/18,02N,P29,2.50,28.50,-26.17,2022/06/30,0.00
P29_02N_IDC0937,"Culvert (779), Tributary to Cowles dam",Major Culvert,Culvert Major,2012/10/18,02N,P29,2.50,28.50,-26.17,2022/06/30,0.00
P3_6_B1971A,Midway-Bank Road over Rail (N12NB),Bridge,Bridge,2011/10/21,6,P3,85.59,27.80,-26.30,2022/06/30,75450.00
P3_6_B1971B,Midway-Bank Road over Rail (N12SB),Bridge,Bridge,2011/10/21,6,P3,90.22,27.80,-26.30,2022/06/30,0.00
P3_6_C0015,Zuurbekom Sats Access,Major Culvert,Culvert Major,2011/10/21,6,P3,86.88,27.80,-26.30,2022/06/30,0.00
P31_01N_B4618,Rail bridge at route km 8.8,Bridge,Bridge,2012/10/30,01N,P31,8.80,28.06,-25.76,2022/06/30,706500.00
P31_01N_C5487,Culvert km 12.05,Major Culvert,Culvert Major,2012/10/30,01N,P31,12.05,28.03,-25.77,2022/06/30,7500.00
P31_01N_IDC1837,Culvert at km18.3,Major Culvert,Culvert Major,2012/10/30,01N,P31,18.30,27.96,-25.78,2022/06/30,18900.00
P36_01N_B2546,M10/K103 over P36/1,Bridge,Bridge,2012/11/06,01N,P36,9.11,28.23,-25.81,2022/06/30,79850.00
P36_01N_B2869,Tributary to Rietvlei Dam,Bridge,Bridge Cellular,2012/11/06,01N,P36,20.40,28.31,-25.88,2022/06/30,19000.00
P36_01N_B4436,Rail bridge,Bridge,Bridge,2012/10/23,01N,P36,50.10,28.51,-26.05,2022/06/30,42560.00
P36_01N_B5521,Tributary to Rietvlei Dam,Bridge,Bridge Cellular,2016/07/22,1,P36,23.90,28.33,-25.90,2022/06/30,2520.00
P36_01N_C2550,Culvert on P36/1 (R21) at km 7.45,Major Culvert,Culvert Major,2012/11/06,01N,P36,7.45,28.22,-25.80,2022/06/30,131400.00
P36_01N_C4756,unknown,Major Culvert,Culvert Major,2012/10/24,01N,P36,39.50,28.42,-26.01,2022/06/30,3780.00
P36_01N_C4757,unknown,Major Culvert,Culvert Major,2012/10/24,01N,P36,40.50,28.43,-26.01,2022/06/30,3750.00
P36_01N_C5519,Culvert on Route P36/1 at 12.7km,Major Culvert,Culvert Major,2012/11/06,01N,P36,12.70,28.30,-25.86,2022/06/30,496.00
P36_03N_B2251,Road over Rail and Road Bridge in Devon,Bridge,Bridge,2012/10/02,03N,P36,0.30,28.79,-26.36,2022/06/30,64330.00
P36_03N_IDC0765,"Culvert (372), Tributary to Suikerbosrand river",Major Culvert,Culvert Major,2012/10/17,03N,P36,2.40,28.78,-26.38,2022/06/30,0.00
P36_03N_IDC0766,"Culvert (373), Tributary to Suikerbosrand river",Major Culvert,Culvert Major,2012/10/23,03N,P36,1.10,28.78,-26.37,2022/06/30,0.00
P36_03N_IDC0769,"Culvert (419), Tributary to Modderbult river",Major Culvert,Culvert Major,2012/10/17,03N,P36,15.60,28.71,-26.48,2022/06/30,0.00
P36_03N_IDC0770,"Culvert (420), Tributary to Modderbult river",Major Culvert,Culvert Major,2012/10/17,03N,P36,16.20,28.71,-26.48,2022/06/30,62100.00
P38_01N_B237,MIDSTREAM KAAL RIVER BRIDGE,Bridge,Bridge,2012/10/31,01N,P38,17.10,28.23,-25.92,2022/06/30,47010.00
P38_01N_B2623A,VAN RIEBERK PARK STATION PEDESTRIAN BRIDGE,Bridge,Bridge,2012/10/16,01N,P38,37.75,28.22,-26.09,2022/06/30,19960.00
P38_01N_B3089,OLIFANTSFONTEIN TRAIN STATION BRIDGE,Bridge,Bridge,2012/10/31,01N,P38,23.05,28.24,-25.97,2022/06/30,14468.00
P38_01N_B4176,TEMBISA NORTH RAIL,Bridge,Bridge,2012/10/16,01N,P38,25.05,28.25,-25.99,2022/06/30,46500.00
P38_01N_B4177,OAKMOOR RAIL BRIDGE,Bridge,Bridge,2012/10/16,01N,P38,25.40,28.25,-25.99,2022/06/30,146190.00
P38_01N_B463,Birchleigh Bridge,Bridge,Bridge Cellular,2016/07/01,01N,P38,35.70,28.23,-26.07,2022/06/30,27010.00
P38_01N_B824,IRENE KAAL RIVER BRIDGE,Bridge,Bridge,2012/10/31,01N,P38,13.50,28.22,-25.89,2022/06/30,95410.00
P38_01N_IDC1125,CEMENT AND QUARRY CULVET,Major Culvert,Culvert Major,2012/10/16,01N,P38,33.40,28.24,-26.06,2022/06/30,46120.00
P38_01N_IDC2827,RIET RIVER CULVERT ON R23,Major Culvert,Culvert Major,2012/10/31,01N,P38,2.00,28.27,-26.05,2022/06/30,48860.00
P39_01N_B124,HERON RIVER BRIDGE ,Bridge,Bridge,2012/11/16,01N,P39,32.40,27.96,-25.95,2022/06/30,157580.00
P39_01N_B1785,Hennops River Bridge 4,Bridge,Bridge,2012/10/31,01N,P39,11.38,28.08,-25.82,2022/06/30,20450.00
P39_01N_B286,P39/1 over Stream,Major Culvert,Culvert Major,2012/11/09,01N,P39,40.70,27.91,-26.01,2022/06/30,9028.00
P39_01N_B3206,Swartbooi River,Bridge,Bridge,2012/11/01,01N,P39,15.75,28.05,-25.84,2022/06/30,22700.00
P39_01N_B4690,"Road bridge at Route km 4,77",Bridge,Bridge,2012/11/01,01N,P39,4.77,28.12,-25.78,2022/06/30,480350.00
P39_01N_B712,(P39-1) over Crocodile River,Bridge,Bridge,2012/11/10,01N,P39,47.60,27.85,-26.04,2022/06/30,56000.00
P39_01N_C3744,Tributary,Major Culvert,Culvert Major,2012/11/01,01N,P39,4.90,28.11,-25.78,2022/06/30,6300.00
P39_01N_C3745,Tributary,Major Culvert,Culvert Major,2012/11/01,01N,P39,5.85,28.11,-25.79,2022/06/30,73800.00
P39_01N_IDC1948,Tributary,Major Culvert,Culvert Major,2012/11/01,01N,P39,5.45,28.12,-25.78,2022/06/30,73620.00
P4_01N_B1516A,"ROAD OVER RIVER, R103 OVER NATAL SPRUIT",Bridge,Bridge,2012/10/12,01N,P4,2.50,28.17,-26.29,2022/06/30,352860.00
P4_01N_B1516B,"Road over river, R103 over Natal Spruit",Bridge,Bridge,2012/10/12,01N,P4,2.50,28.17,-26.29,2022/06/30,331510.00
P4_01N_B4304,P4-1 over Rietspruit (R103),Bridge,Bridge Cellular,2016/05/17,1,P4,,28.24,-26.37,2022/06/30,92880.00
P4_01N_B4513,Rail over Road,Bridge,Bridge,2012/10/12,01N,P4,15.50,28.25,-26.38,2022/06/30,14450.00
P4_01N_B5267,"ROAD OVER ROAD, BLACKREEF ROAD OVER HEIDELBERG ROAD",Bridge,Bridge,2012/10/15,01N,P4,1.90,28.16,-26.29,2022/06/30,153650.00
P4_01N_B843B,RAIL OVER ROAD  Underpass R103 Northbound,Bridge,Bridge,2012/10/16,01N,P4,1.50,28.16,-26.29,2022/06/30,165720.00
P4_01N_C4305,"Culvert (014), Rietspruit",Major Culvert,Culvert Major,2012/10/10,01N,P4,4.00,28.29,-26.42,2022/06/30,3750.00
P4_01N_C976,"Culvert (017), Tributary to Blesbokspruit",Major Culvert,Culvert Major,2012/10/10,01N,P4,28.00,28.34,-26.46,2022/06/30,0.00
P4_01N_IDB1232,Road over Rail - Nederveen Hwy,Bridge,Bridge,2012/10/12,01N,P4,2.14,28.17,-26.29,2022/06/30,22760.00
P4_01N_IDB1239,ROAD OVER ROAD,Bridge,Bridge,2012/10/12,01N,P4,2.11,28.17,-26.29,2022/06/30,23960.00
P4_01N_IDB1497,Rail over Road P4/1,Bridge,Bridge,2012/10/11,01N,P4,2.00,28.15,-26.29,2022/06/30,37760.00
P4_01N_IDB1498,Road P4-1 over river,Bridge,Bridge,2012/10/11,01N,P4,1.00,28.14,-26.29,2022/06/30,77610.00
P4_01N_IDB1556,RAIL OVER ROAD  Underpass R103 Southbound,Bridge,Bridge,2012/10/16,01N,P4,1.50,28.16,-26.29,2022/06/30,196750.00
P4_01N_IDB1741,Rail Bridge between N3 and Route D2544,Bridge,Bridge,2012/10/08,01N,P4,11.10,28.41,-26.57,2022/06/30,100380.00
P4_01N_IDC0952,"Culvert (015), Tributary to Blesbokspruit",Major Culvert,Culvert Major,2012/10/10,01N,P4,21.00,28.32,-26.44,2022/06/30,20240.00
P4_02N_B1371,Road over Blesbokspruit,Bridge,Bridge,2012/10/01,02N,P4,1.00,28.35,-26.51,2022/06/30,46200.00
P4_02N_B1418,Road P4/2 over river,Bridge,Bridge,2012/10/01,02N,P4,1.00,28.36,-26.52,2022/06/30,29180.00
P4_02N_B1419,Municipal road over P4/2,Bridge,Bridge,2012/11/05,02N,P4,1.00,28.35,-26.51,2022/06/30,23800.00
P4_02N_B1420,Municipal road over P4/2,Bridge,Bridge,2012/10/01,02N,P4,0.10,28.35,-26.50,2022/06/30,8005.00
P4_02N_B1519,Municipal road over P4/2,Bridge,Bridge,2012/10/01,02N,P4,1.00,28.35,-26.50,2022/06/30,19300.00
P4_02N_B153,Bridge over the Suikerbosrand River,Bridge,Bridge,2012/10/08,02N,P4,21.40,28.49,-26.61,2022/06/30,38060.00
P4_02N_IDC0707,"Culvert, Tributary to Suikerbosrand River",Major Culvert,Culvert Major,2012/10/16,02N,P4,21.50,28.47,-26.60,2022/06/30,17090.00
P4_02N_IDC0754,"Culvert (225), Tributary to Suikerbosrand river",Major Culvert,Culvert Major,2012/10/17,02N,P4,12.30,28.40,-26.56,2022/06/30,0.00
P4_02N_IDC1988,P4-2 0ver spruit,Major Culvert,Culvert Major,2012/10/01,02N,P4,1.00,28.37,-26.55,2022/06/30,6750.00
P41_01N_B4642,Rail over Road Bridge near Jameson Park,Bridge,Bridge,2012/10/10,01N,P41,27.40,28.40,-26.48,2022/06/30,0.00
P41_01N_B4834,"River Bridge near Jameson Park, Heidelberg",Bridge,Bridge,2012/10/11,01N,P41,27.30,28.40,-26.48,2022/06/30,0.00
P41_01N_IDC1047,"Culvert (068), Rural road",Major Culvert,Culvert Major,2012/10/11,01N,P41,6.00,28.44,-26.44,2022/06/30,0.00
P41_01N_IDC1051,"Culvert (069), Tributary to Blesbokspruit",Major Culvert,Culvert Major,2012/10/11,01N,P41,5.40,28.45,-26.43,2022/06/30,30560.00
P41_01N_IDC1057,"Culvert (074), Tributary to Nigel dam",Major Culvert,Culvert Major,2012/10/11,01N,P41,2.70,28.46,-26.41,2022/06/30,1080.00
P41_01N_IDC1066,"Culvert (075), Tributary to Nigel Dam",Major Culvert,Culvert Major,2012/10/11,01N,P41,2.60,28.46,-26.41,2022/06/30,16360.00
P41_01N_IDC1093,"Culvert (081), Golfcourse underpass",Major Culvert,Culvert Major,2012/10/11,01N,P41,1.10,28.46,-26.40,2022/06/30,0.00
P41_01N_IDC1103,"Culvert (083), Golfcourse underpass",Major Culvert,Culvert Major,2012/10/11,01N,P41,0.80,28.46,-26.39,2022/06/30,30560.00
P41_02N_B1150,Road P41/2 over river,Bridge,Bridge,2012/10/03,02N,P41,23.00,28.23,-26.68,2022/06/30,4740.00
P41_02N_B2693,Road P41/2 over river,Bridge,Bridge,2012/10/02,02N,P41,1.00,28.24,-26.68,2022/06/30,27090.00
P41_02N_B2694,Road P41/2 over river,Bridge,Bridge,2012/10/03,02N,P41,1.00,28.19,-26.71,2022/06/30,23140.00
P41_02N_B2695,Road P41/2 over groot river,Bridge,Bridge,2012/10/03,02N,P41,1.00,28.18,-26.73,2022/06/30,35670.00
P41_02N_B2696,Road P41/2 over Blesbokspruit,Bridge,Bridge,2012/10/03,02N,P41,1.00,28.17,-26.76,2022/06/30,26850.00
P41_02N_B2697,Road P41/2 over river,Bridge,Bridge,2012/10/03,02N,P41,36.60,28.16,-26.78,2022/06/30,31920.00
P41_02N_B803,Road P41/2 over Suikerbosrand river,Bridge,Bridge,2012/10/02,02N,P41,1.00,28.30,-26.63,2022/06/30,176020.00
P41_02N_IDC1995,P41/2 over spruit,Major Culvert,Culvert Major,2012/10/02,02N,P41,9.00,28.33,-26.57,2022/06/30,83640.00
P41_02N_IDC2002,P41/2 over spruit,Major Culvert,Culvert Major,2012/10/02,02N,P41,19.00,28.26,-26.66,2022/06/30,6135.00
P41_02N_IDC2008,P41/2 over spruit,Major Culvert,Culvert Major,2012/10/03,02N,P41,0.50,28.24,-26.67,2022/06/30,72110.00
P41_02N_IDC2009,P41/2 over river,Major Culvert,Culvert Major,2012/10/04,02N,P41,1.00,28.18,-26.72,2022/06/30,3000.00
P41_02N_IDC2011,P41/2 over stream,Major Culvert,Culvert Major,2012/10/03,02N,P41,1.00,28.17,-26.74,2022/06/30,7640.00
P42_01N_B1237,P42/1-02,Bridge,Bridge,2012/10/31,01N,P42,13.37,27.83,-26.17,2022/06/30,29450.00
P42_01N_C449,P42/1-01,Major Culvert,Culvert Major,2012/10/31,01N,P42,22.59,27.82,-26.18,2022/06/30,39000.00
P45_01N_B1076A,P45/1-01 South Bound,Bridge,Bridge,2012/10/18,01N,P45,7.66,27.68,-26.31,2022/06/30,38280.00
P45_01N_B1076B,P45/1-01 North Bound,Bridge,Bridge,2012/10/18,01N,P45,5.85,27.68,-26.31,2022/06/30,33400.00
P45_01N_B433A,P45/1-02 S-Bound - South bound R28,Bridge,Bridge Cellular,2016/05/17,1,P45,,27.68,-26.28,2022/06/30,6750.00
P45_01N_B433B,P45/1-02 N-Bound - North bound R28,Bridge,Bridge Cellular,2016/05/17,1,P45,,27.68,-26.28,2022/06/30,37860.00
P46_01N_B2145,Road P46-1 over rail and road,Bridge,Bridge,2012/10/10,01N,P46,10.80,28.06,-26.49,2022/06/30,89460.00
P46_01N_B2378,Road P46-1 over rail,Bridge,Bridge,2012/10/11,01N,P46,3.00,28.07,-26.46,2022/06/30,38510.00
P46_01N_IDB1493,P46-1 over stream,Bridge,Bridge Cellular,2016/08/17,01N,P46,14.00,28.08,-26.41,2022/06/30,45500.00
P5_01N_B1915,Rail over Road Bridge outside Vischkuil,Bridge,Bridge,2012/10/03,01N,P5,22.50,28.65,-26.32,2022/06/30,70760.00
P5_01N_B1916,Road over Rail Bridge outside Devon,Bridge,Bridge,2012/10/03,01N,P5,31.30,28.34,-26.34,2022/06/30,0.00
P5_01N_B4418,Boesmanspruit Bridge,Bridge,Bridge,2012/10/05,01N,P5,7.70,28.52,-26.27,2022/06/30,18260.00
P5_01N_IDC0909,"Culvert (632), Tributary to Holspruit",Major Culvert,Culvert Major,2012/10/18,01N,P5,8.40,28.86,-26.39,2022/06/30,0.00
P58_01N_B159A,Road over Rail Forsdick Rd  Eastbound,Bridge,Bridge,2012/10/14,01N,P58,0.90,28.20,-26.30,2022/06/30,23550.00
P58_01N_B159B,Road over Rail Forsdick Rd  Westbound,Bridge,Bridge,2012/10/14,01N,P58,0.90,28.20,-26.30,2022/06/30,32050.00
P58_01N_B2957,"Road over Road, Barry Marais/North Boundary, M43/R554",Bridge,Bridge,2012/10/15,01N,P58,10.70,28.29,-26.27,2022/06/30,33850.00
P58_01N_C3194,"Culvert (004), Tributary to Van Wyk Dam",Major Culvert,Culvert Major,2012/10/09,01N,P58,14.00,28.32,-26.26,2022/06/30,0.00
P58_01N_IDC0435,"Culvert (001), Furrow",Major Culvert,Culvert Major,2012/10/10,01N,P58,2.00,28.21,-26.30,2022/06/30,0.00
P59_01N_B4660,P59/1-04,Bridge,Bridge,2012/11/01,01N,P59,1.52,27.77,-26.11,2022/06/30,8900.00
P59_01N_B628,P59/1-01,Bridge,Bridge,2012/10/30,01N,P59,8.20,27.73,-26.15,2022/06/30,11250.00
P59_01N_C4637,P59/1-02,Major Culvert,Culvert Major,2012/10/30,01N,P59,8.00,27.76,-26.12,2022/06/30,49900.00
P59_01N_IDB2021,P59/1-03,Bridge,Bridge,2012/10/30,01N,P59,13.14,27.76,-26.12,2022/06/30,9280.00
P6_01N_B4203,unknown,Bridge,Bridge,2012/10/24,01N,P6,19.00,28.41,-26.03,2022/06/30,98120.00
P6_01N_B4291,Bronkhorstspruit River bridge,Bridge,Bridge,2012/09/27,01N,P6,56.00,28.70,-25.86,2022/06/30,31230.00
P6_01N_B4469,RAIL BRIDGE,Bridge,Bridge,2012/11/23,01N,P6,37.00,28.53,-25.91,2022/06/30,35300.00
P6_01N_C4754,unknown,Major Culvert,Culvert Major,2012/10/24,01N,P6,20.45,28.42,-26.02,2022/06/30,0.00
P6_01N_C4755,NEW STRUCTURE,Major Culvert,Culvert Major,2012/11/07,01N,P6,21.80,28.43,-26.01,2022/06/30,10035.00
P6_01N_IDC0458,Culvert at km 59 on route P6,Major Culvert,Culvert Major,2012/09/27,01N,P6,59.00,28.73,-25.85,2022/06/30,27020.00
P6_01N_IDC0459,Culvert at km 54.5 on route P6,Major Culvert,Culvert Major,2012/09/27,01N,P6,54.50,28.69,-25.86,2022/06/30,18600.00
P6_01N_IDC0464,Culvert at km 48.9 on Route p6,Major Culvert,Culvert Major,2012/09/27,01N,P6,48.90,28.63,-25.86,2022/06/30,26100.00
P6_01N_IDC1120,Culvert at km 41 on Route P6,Major Culvert,Culvert Major,2012/09/28,01N,P6,41.00,28.56,-25.89,2022/06/30,9750.00
P6_01N_IDC1857,unknown,Major Culvert,Culvert Major,2012/10/24,01N,P6,20.40,28.42,-26.02,2022/06/30,998.00
P6_01N_IDC2339,STRUCTURE AT KM 31.5,Major Culvert,Culvert Major,2012/11/07,01N,P6,31.50,28.48,-25.94,2022/06/30,1080.00
P6_02N_B1269A,ROAD OVER RAIL  R23  SOUTHBOUND,Bridge,Bridge,2012/10/11,02N,P6,13.80,28.33,-26.29,2022/06/30,108110.00
P6_02N_B1269B,ROAD OVER RAIL  R23 NORTHBOUND,Bridge,Bridge,2012/10/11,02N,P6,13.80,28.33,-26.29,2022/06/30,114600.00
P6_02N_B1478A,ROAD OVER RAIL MOREHILL RANGEVIEW RD OVER R1,Bridge,Bridge,2012/10/10,02N,P6,4.20,28.32,-26.21,2022/06/30,90890.00
P6_02N_B1478B,"ROAD OVER RAIL, MOREHILL RANGEVIEW OVER R1",Bridge,Bridge,2012/10/10,02N,P6,4.20,28.32,-26.21,2022/06/30,144260.00
P6_02N_B1479,RAIL OVER ROAD (R23),Bridge,Bridge,2012/10/09,02N,P6,0.13,28.33,-26.18,2022/06/30,13780.00
P6_02N_B1733,ROAD OVER ABANDON RAIL,Bridge,Bridge,2012/10/10,02N,P6,5.50,28.32,-26.22,2022/06/30,28250.00
P6_02N_B1969,Road over Rail,Bridge,Bridge,2012/10/11,02N,P6,27.00,28.35,-26.41,2022/06/30,219050.00
P6_02N_B2107,Road over stream Withokspruit Tributary,Bridge,Bridge Cellular,2016/08/17,2,P6,17.20,28.34,-26.32,2022/06/30,78170.00
P6_02N_B3682,Road over stream - Klipfontein Stream,Bridge,Bridge Cellular,2016/07/01,2,P6,0.90,28.34,-26.18,2022/06/30,121200.00
P6_02N_B970,Road over Stream Spaarwaterspruit,Bridge,Bridge,2012/10/11,02N,P6,29.20,28.35,-26.43,2022/06/30,124110.00
P6_02N_C2101,"Culvert (028), Withokspruit",Major Culvert,Culvert Major,2012/10/10,02N,P6,15.10,28.34,-26.31,2022/06/30,0.00
P6_02N_C2189,"Culvert (019), Tributary to Blesbokspruit",Major Culvert,Culvert Major,2012/10/10,02N,P6,27.60,28.35,-26.42,2022/06/30,68360.00
P6_02N_IDB0981,"ROAD OVER RAIL, LANCASTER ROAD ",Bridge,Bridge,2012/10/09,02N,P6,4.00,28.32,-26.21,2022/06/30,66170.00
P6_02N_IDB1034,P6/2 over Rietspruit Tributary,Bridge,Bridge Cellular,2016/07/01,02N,P6,10.30,28.32,-26.26,2022/06/30,10760.00
P6_02N_IDC0943,"Culvert (008), Furrow",Major Culvert,Culvert Major,2012/10/09,02N,P6,5.50,28.40,-26.17,2022/06/30,0.00
P6_02N_IDC0975,"Culvert (020), Tributary to Blesbokspruit",Major Culvert,Culvert Major,2012/10/10,02N,P6,27.60,28.35,-26.42,2022/06/30,35520.00
P6_02N_IDC0979,"Culvert (022), Canal",Major Culvert,Culvert Major,2012/10/10,02N,P6,21.70,28.34,-26.36,2022/06/30,32400.00
