Structure Number,Structure Name,Asset Class,Structure Type,Inventory Date,Section No.,Road No.,km,Analysis Date,Inspection Date,Asset Value (Depreciated),Asset Value (ACI),Replacement Cost,Maintenance Cost,Depreciation Cost,Unit Cost,Length of Bridge Deck  (m),Width of Bridge Deck  (m),Maximum Height Pier/Abutment (m),Maximum Span Length(m),Overall Length Culvert (m),Overall Width Culvert (m),Max Fill Height Culvert,Max Height of Retaining Wall (m),Area_Wall_RW,Total_Length_GA,Horizontal_Length_GA,Overall_Height_TU,Overall_Length_TU,Overall_Width_TU,FctHt,Fct_TypeBridge,DeprValue,Age
P200_01N_IDC2811,"Culvert (707), Tributary to Metsi Metsuane",Major Culvert,Culvert Major,2012/11/26,01N,P200,18.40,2022/06/30,2016/03/31,385459.00,642352.00,661128.00,3780.00,271889.00,24450,,,,,5.2,5.2,0.30,,,,,,,,,,0.589,47
P205_01N_B4067B,Bradford Road Bridge (4067B),Bridge,Bridge,2012/11/14,01N,P205,0.40,2022/06/30,2016/06/07,6525060.00,10084674.00,11889500.00,133060.00,5231380.00,30100,25.00,15.80,7.20,,,,,,,,,,,,,1.00,0.56,44
P206_01N_B3149,Grayston Drive Overpass,Bridge,Bridge,2012/11/15,01N,P206,1.60,2022/06/30,2016/04/06,35037480.00,60941009.00,66182680.00,39340.00,31105856.00,30100,75.30,29.20,7.20,,,,,,,,,,,,,1.00,0.53,47
P200_01N_B4119,4119 Hebron Rd over P200-1,Bridge,Bridge,2012/10/16,01N,P200,13.68,2022/06/30,2016/03/12,18901828.00,31523712.00,32616360.00,15660.00,13698872.00,30100,84.00,12.90,7.10,,,,,,,,,,,,,1.00,0.58,42
P206_01N_IDB2609,Pedestrian Bridge at the Wendywood Shopping Centre,Bridge,Bridge,2012/11/21,01N,P206,4.70,2022/06/30,2016/04/06,7514126.00,14042126.00,14201180.00,12500.00,6674554.00,30100,168.50,2.80,7.20,,,,,,,,,,,,,1.00,0.53,47
P206_01N_B1524,Woodmead Drive Overpass (Old Bridge),Bridge,Bridge,2012/11/22,01N,P206,6.90,2022/06/30,2016/06/22,16719892.00,30104865.00,31719380.00,91380.00,14908108.00,30100,95.80,11.00,7.20,,,,,,,,,,,,,1.00,0.53,47
P200_01N_IDB0793,NB08 R566 over P200-1,Bridge,Bridge,2012/10/15,01N,P200,8.18,2022/06/30,2016/02/24,46238073.00,71232082.00,75980890.00,110270.00,29632545.00,30100,123.80,20.39,7.45,,,,,,,,,,,,,1.00,0.61,39
P200_01N_B4117,NB09 Agricultural overpass over P200-1,Bridge,Bridge,2012/10/15,01N,P200,9.61,2022/06/30,2016/03/14,6515826.00,11263016.00,12188090.00,918910.00,4753356.00,30100,76.40,5.30,6.32,,,,,,,,,,,,,1.00,0.61,39
P200_01N_B4003B,4003B Brits Rd over R200-1,Bridge,Bridge,2012/10/09,01N,P200,3.07,2022/06/30,2012/10/09,19469903.00,29119053.00,32999830.00,0.00,13529931.00,30100,76.40,14.35,6.94,,,,,,,,,,,,,1.00,0.59,41
P2_05N_B3205,Moraleta River Bridge 1,Bridge,Bridge,2012/10/26,05N,P2,0.85,2022/06/30,2016/02/26,33986162.00,49119791.00,53154190.00,32520.00,19135510.00,30100,28.30,62.40,7.00,,,,,,,,,,,,,1.00,0.64,36
P119_01N_B5537,Pedestrian Bridge,Bridge,Bridge,2012/11/20,01N,P119,7.75,2022/06/30,2016/06/08,4070032.00,4863036.00,5110378.00,18270.00,1022076.00,30100,65.30,2.60,6.00,,,,,,,,,,,,,1.00,0.8,20
P200_01N_B4004B,NB02 over Daan De Wet Nel Dr,Bridge,Bridge,2012/10/11,01N,P200,6.44,2022/06/30,2016/03/10,18416955.00,29539128.00,30212880.00,12900.00,11783021.00,30100,55.00,18.25,5.70,,,,,,,,,,,,,1.00,0.61,39
P2_05N_B4240,Rail Bridge,Bridge,Bridge,2012/11/07,05N,P2,9.85,2022/06/30,2016/02/25,11689897.00,21383018.00,22071650.00,8080.00,10373677.00,45140,38.20,12.80,11.75,,,,,,,,,,,,,1.00,0.53,47
P206_01N_B5245,Woodmead New Bridge (5245),Bridge,Bridge,2012/11/22,01N,P206,6.80,2022/06/30,2016/06/22,27631440.00,47663796.00,52159990.00,13355.00,24515193.00,30100,122.90,14.10,7.20,,,,,,,,,,,,,1.00,0.53,47
P200_01N_B4003A,4003A Brits Rd over P200-1,Bridge,Bridge,2012/10/09,01N,P200,3.10,2022/06/30,2012/10/09,19809100.00,29079086.00,33574740.00,0.00,13765644.00,30100,76.40,14.60,7.79,,,,,,,,,,,,,1.00,0.59,41
P200_01N_B4118A,P200/1 (R80) over Kaalplaasspruit,Bridge,Bridge,2012/10/15,01N,P200,12.43,2022/06/30,2016/03/15,8646144.00,13018360.00,14982580.00,43750.00,6292682.00,30100,24.40,20.40,2.72,,,,,,,,,,,,,1.00,0.58,42
P200_01N_IDB0789,NB05 over Brits to Onderstepoort Rail,Bridge,Bridge,2012/10/11,01N,P200,6.73,2022/06/30,2016/03/10,8187351.00,12596850.00,13436640.00,9000.00,5240289.00,30100,24.00,18.60,6.64,,,,,,,,,,,,,1.00,0.61,39
P200_01N_IDC2142,"506 Culvert, Tributary to Bonaccord Dam",Major Culvert,Culvert Major,2012/11/06,01N,P200,3.74,2022/06/30,2016/03/30,613487.00,1072486.00,1092701.00,29840.00,449373.00,29350,,,,,7.3,5.1,3.00,,,,,,,,,,0.589,47
P206_01N_B3321,Boero Road Underpass,Bridge,Bridge,2012/11/21,01N,P206,0.90,2022/06/30,2016/04/06,21264549.00,38787534.00,40194340.00,38450.00,18891337.00,30100,31.20,42.80,7.20,,,,,,,,,,,,,1.00,0.53,47
P205_01N_IDB2470,Bradford Road Underpass,Bridge,Bridge,2012/11/14,01N,P205,0.40,2022/06/30,2016/06/06,5525503.00,8428234.00,9936612.00,39000.00,4372109.00,30100,25.20,13.10,7.20,,,,,,,,,,,,,1.00,0.56,44
P200_01N_IDC2220,"507 Culvert, Tributary to Bonaccord Dam",Major Culvert,Culvert Major,2012/11/06,01N,P200,3.73,2022/06/30,2016/03/30,535924.00,874045.00,910273.50,0.00,374350.00,24450,,,,,7.3,5.1,2.00,,,,,,,,,,0.589,47
P200_01N_B4054A,NB06 over Akasiaboom to Winternest rail,Bridge,Bridge,2012/10/11,01N,P200,7.22,2022/06/30,2016/03/10,26116644.00,40797202.00,43003270.00,115350.00,16771274.00,30100,76.40,18.70,6.66,,,,,,,,,,,,,1.00,0.61,39
P200_01N_B4002A,4002A over 7th Ave,Bridge,Bridge,2012/10/09,01N,P200,2.50,2022/06/30,2016/03/11,17013553.00,27456847.00,29011880.00,103460.00,11894871.00,30100,52.10,18.50,7.39,,,,,,,,,,,,,1.00,0.59,41
P200_01N_IDB0665,NB04 over Brits to Onderstepoort Rail,Bridge,Bridge,2012/10/11,01N,P200,6.73,2022/06/30,2012/10/11,8240417.00,12120167.00,13508880.00,0.00,5268463.00,30100,24.00,18.70,6.22,,,,,,,,,,,,,1.00,0.61,39
P119_01N_IDC2538,"Major culvert close to Shelton Lane, Harmelia",Major Culvert,Culvert Major,2012/11/15,01N,P119,4.40,2022/06/30,2016/06/21,1117716.00,1733979.00,1925360.00,15840.00,791804.00,29350,,,,,8.2,8,3.00,,,,,,,,,,0.589,47
P200_01N_B4598,4598 1st Avenue over P200-1,Bridge,Bridge,2012/10/11,01N,P200,4.09,2022/06/30,2012/10/11,20287069.00,31574662.00,33257490.00,0.00,12970421.00,30100,76.20,14.50,6.85,,,,,,,,,,,,,1.00,0.61,39
P200_01N_B4159,NB10 Wildebeesthoek to Pienaarspoort Rail,Bridge,Bridge,2012/10/15,01N,P200,10.37,2022/06/30,,,,,,,30100,70.20,10.12,6.44,,,,,,,,,,,,,1.00,0.58,42
P205_01N_B2192,Van der Linde Road Bridge,Bridge,Bridge,2012/11/16,01N,P205,1.20,2022/06/30,2016/06/07,16701552.00,28909909.00,31668210.00,82600.00,14884058.00,30100,63.00,16.70,7.20,,,,,,,,,,,,,1.00,0.53,47
P200_01N_B3794,3794 Start P200-1,Bridge,Bridge,2012/10/09,01N,P200,0.01,2022/06/30,2016/03/11,26468365.00,42974449.00,46278750.00,836100.00,18974287.00,30100,123.00,12.50,5.84,,,,,,,,,,,,,1.00,0.59,41
P206_01N_B3401B,South Road Underpass ,Bridge,Bridge,2012/11/21,01N,P206,4.20,2022/06/30,2016/04/06,28040366.00,51425084.00,52960950.00,28940.00,24891646.00,30100,39.10,45.00,7.20,,,,,,,,,,,,,1.00,0.53,47
P200_01N_B4118B,P200/1 (R80) over Kaalplaasspruit,Bridge,Bridge,2012/10/16,01N,P200,12.43,2022/06/30,2016/03/15,8072447.00,12761716.00,13296220.00,38250.00,5185527.00,30100,24.50,18.03,2.10,,,,,,,,,,,,,1.00,0.61,39
P119_01N_IDC2537,"Major Culvert close to Kuschke Street, Meadowdale",Major Culvert,Culvert Major,2012/11/15,01N,P119,3.00,2022/06/30,2016/06/21,304537.00,527873.00,568216.00,30000.00,233679.00,29350,,,,,4.4,4.4,3.00,,,,,,,,,,0.589,47
P200_01N_IDC2814,"Culvert (706), Metsi Metsuane",Major Culvert,Culvert Major,2012/11/26,01N,P200,16.50,2022/06/30,2016/03/31,291497.00,495112.00,495112.50,0.00,203615.00,24450,,,,,4.5,4.5,2.50,,,,,,,,,,0.589,47
P200_01N_IDC2813,"Culvert (705), Metsi Metsuane",Major Culvert,Culvert Major,2012/11/26,01N,P200,16.50,2022/06/30,2016/03/31,348836.00,594338.00,594337.50,1080.00,244421.00,29350,,,,,4.5,4.5,4.50,,,,,,,,,,0.589,47
P206_01N_B4440,Wendywood Kelvin Pedestrian Bridge,Bridge,Bridge,2012/11/21,01N,P206,5.40,2022/06/30,2016/04/06,7297103.00,11808264.00,11971070.00,5250.00,4668718.00,30100,147.30,2.70,7.20,,,,,,,,,,,,,1.00,0.61,39
P2_05N_IDC2498,Culvert on Route P2/5 at km 11.2,Major Culvert,Culvert Major,2012/11/07,05N,P2,11.20,2022/06/30,2016/04/03,921276.00,1564800.00,1564800.00,0.00,643524.00,24450,,,,,8,8,0.00,,,,,,,,,,0.589,47
P2_05N_B1658,Edendale River Bridge,Bridge,Bridge,2012/11/07,05N,P2,12.20,2022/06/30,2016/02/25,3429252.00,5869547.00,6691230.00,117100.00,3144878.00,30100,19.00,11.70,4.32,,,,,,,,,,,,,1.00,0.53,47
P200_01N_IDC2130,504 Stormwater canal under R80 North & Southbound,Major Culvert,Culvert Major,2012/11/06,01N,P200,6.40,2022/06/30,2016/03/31,155518.00,264150.00,264150.00,0.00,108632.00,29350,,,,,3,3,4.00,,,,,,,,,,0.589,47
P200_01N_IDC2240,"508 Culvert, Tributary to Bonaccord Dam",Major Culvert,Culvert Major,2012/11/06,01N,P200,3.71,2022/06/30,2016/03/30,498084.00,796489.00,910273.50,37840.00,374350.00,24450,,,,,7.3,5.1,2.00,,,,,,,,,,0.589,47
P200_01N_B4002B,4002B over 7th Ave,Bridge,Bridge,2012/10/09,01N,P200,2.50,2022/06/30,2016/03/11,33779488.00,53517116.00,57632040.00,223420.00,23629136.00,45140,51.90,24.60,8.71,,,,,,,,,,,,,1.00,0.59,41
P200_01N_B4000,4000 over Sarel Ave,Bridge,Bridge,2012/10/09,01N,P200,0.84,2022/06/30,2016/03/11,14216997.00,23023649.00,24914670.00,482660.00,10215015.00,30100,54.10,15.30,5.94,,,,,,,,,,,,,1.00,0.59,41
P200_01N_B5489,5489 Ruth First Rd over P200-1,Bridge,Bridge,2012/10/16,01N,P200,16.72,2022/06/30,2016/03/12,28043041.00,35476029.00,36961900.00,48000.00,8870855.00,30100,87.40,14.05,6.17,,,,,,,,,,,,,1.00,0.76,24
P206_01N_B4441,Pedestrian Bridge at Barlow Park,Bridge,Bridge,2012/11/21,01N,P206,3.00,2022/06/30,2016/04/06,5603777.00,9186520.00,9186520.00,0.00,3582743.00,30100,109.00,2.80,7.20,,,,,,,,,,,,,1.00,0.61,39
P2_05N_IDC1748,PC10,Major Culvert,Culvert Major,2012/10/26,05N,P2,19.50,2022/06/30,2016/04/03,509765.00,844372.00,869053.50,1890.00,357398.00,29350,,,,,2.1,14.1,3.00,,,,,,,,,,0.589,47
P200_01N_B4054B,NB07 over Akasiaboom to Winternest rail,Bridge,Bridge,2012/10/15,01N,P200,7.22,2022/06/30,2016/03/10,29234964.00,44860389.00,48138630.00,129600.00,18774064.00,30100,73.70,21.70,7.56,,,,,,,,,,,,,1.00,0.61,39
P200_01N_B4004A,NB03 over Daan De Wet Nel Dr,Bridge,Bridge,2012/10/11,01N,P200,6.44,2022/06/30,2016/03/10,18608526.00,28735773.00,30543980.00,23300.00,11912150.00,30100,55.00,18.45,6.34,,,,,,,,,,,,,1.00,0.61,39
P2_05N_IDC1663,PC5,Major Culvert,Culvert Major,2012/10/25,05N,P2,24.40,2022/06/30,2016/04/03,189732.00,184012.00,322263.00,0.00,132531.00,29350,,,,,3.66,3,5.00,,,,,,,,,,0.589,47
P200_01N_B4001,4001 over Sarel Ave,Bridge,Bridge,2012/10/09,01N,P200,0.84,2022/06/30,2016/03/11,26280918.00,41825802.00,45482600.00,553820.00,18647866.00,30100,64.30,23.50,7.76,,,,,,,,,,,,,1.00,0.59,41
P205_01N_B4067C,Bradford Road Underpass,Bridge,Bridge,2012/11/14,01N,P205,0.40,2022/06/30,2016/06/07,5817255.00,9223321.00,10567510.00,100550.00,4649703.00,30100,26.80,13.10,7.20,,,,,,,,,,,,,1.00,0.56,44
P2_05N_IDC1646,PC7,Major Culvert,Culvert Major,2012/10/25,05N,P2,21.30,2022/06/30,2016/04/03,2129255.00,3629308.00,3629308.00,7500.00,1492553.00,39130,,,,,5.3,17.5,40.00,,,,,,,,,,0.589,47
P119_01N_B2403,Barbara Road Overpass Bridge,Bridge,Bridge,2012/11/15,01N,P119,5.20,2022/06/30,2016/06/07,34385394.00,60151827.00,64937740.00,31610.00,30520736.00,30100,64.40,33.50,7.20,,,,,,,,,,,,,1.00,0.53,47
P200_01N_B4116A,4116A R566 over P200-1,Bridge,Bridge,2012/10/15,01N,P200,8.21,2022/06/30,2016/02/24,69224112.00,106562505.00,113666700.00,112560.00,44330000.00,45140,123.80,20.34,8.06,,,,,,,,,,,,,1.00,0.61,39
P2_05N_IDC2500,Culvert on Route P2/5 at km 11.25,Major Culvert,Culvert Major,2012/11/07,05N,P2,11.25,2022/06/30,2016/04/03,501958.00,875183.00,880200.00,16260.00,361982.00,24450,,,,,6,6,0.00,,,,,,,,,,0.589,47
P2_05N_B3204,Moraleta River Bridge 2,Bridge,Bridge,2012/10/26,05N,P2,0.35,2022/06/30,2016/02/26,7012594.00,10720273.00,11091850.00,86190.00,3993066.00,30100,13.40,27.50,4.40,,,,,,,,,,,,,1.00,0.64,36
P2_05N_B1787,River Bridge,Bridge,Bridge,2012/11/07,05N,P2,7.60,2022/06/30,2016/02/26,5169335.00,9057336.00,9824640.00,37725.00,4617580.00,30100,32.00,10.20,6.00,,,,,,,,,,,,,1.00,0.53,47
P205_01N_B4067A,Bradford Road Bridge (4067A),Bridge,Bridge,2012/11/14,01N,P205,0.40,2022/06/30,2016/06/07,6771940.00,10434377.00,12269960.00,99240.00,5398784.00,30100,25.80,15.80,7.20,,,,,,,,,,,,,1.00,0.56,44
P206_01N_B3148,Marlboro Drive Underpass,Bridge,Bridge,2012/11/21,01N,P206,3.80,2022/06/30,2016/04/06,22965312.00,41897795.00,43350020.00,10200.00,20374508.00,30100,37.90,38.00,7.20,,,,,,,,,,,,,1.00,0.53,47
P207_01N_C4109,Tributary of Elands River,Major Culvert,Culvert Major,2012/10/24,01N,P207,30.60,2022/06/30,2016/04/24,977135.00,1490042.00,1603920.00,23310.00,603475.00,24450,,,,,8.2,8,2.00,,,,,,,,,,0.624,43
P25_01N_IDC2354,drainage,Major Culvert,Culvert Major,2012/10/30,01N,P25,4.80,2022/06/30,2016/06/03,211299.00,535111.00,596091.00,139650.00,245142.00,24450,,,,,5.3,4.6,0.60,,,,,,,,,,0.589,47
P36_01N_B4436,Rail bridge,Bridge,Bridge,2012/10/23,01N,P36,50.10,2022/06/30,2016/06/01,24532784.00,37576101.00,40287450.00,42560.00,15712104.00,45140,85.00,10.50,10.20,,,,,,,,,,,,,1.00,0.61,39
P29_02N_IDC0931,"Culvert (778), Tributary to Cowles dam",Major Culvert,Culvert Major,2012/10/18,02N,P29,2.50,2022/06/30,2016/06/22,129554.00,220050.00,220050.00,0.00,90496.00,24450,,,,,3,3,0.00,,,,,,,,,,0.589,47
P249_01N_IDB1804,Hennops River Bridge,Bridge,Bridge,2012/10/31,01N,P249,3.30,2022/06/30,2016/03/16,0.00,1.00,0.00,0.00,0.00,30100,0.00,10.80,3.50,,,,,,,,,,,,,1.00,0.53,47
P25_01N_C743,drainage,Major Culvert,Culvert Major,2012/10/30,01N,P25,24.40,2022/06/30,2016/06/06,4214928.00,6300770.00,7223997.00,38200.00,2970869.00,24450,,,,,18.7,15.8,0.70,,,,,,,,,,0.589,47
P24_01N_B1575,P24/1 over the Rietspruit,Bridge,Bridge,2012/10/27,01N,P24,60.22,2022/06/30,2016/05/09,2153577.00,3910237.00,4252107.00,100040.00,1998490.00,30100,16.60,8.51,4.00,,,,,,,,,,,,,1.00,0.53,47
P207_01N_B2152,Premier River Bridge,Bridge,Bridge,2012/11/07,01N,P207,5.80,2022/06/30,2016/06/27,2729295.00,4919770.00,5318670.00,89600.00,2499775.00,30100,19.00,9.30,4.00,,,,,,,,,,,,,1.00,0.53,47
P207_01N_C4110,Tributary of Elands River,Major Culvert,Culvert Major,2012/10/24,01N,P207,33.40,2022/06/30,2016/04/24,590977.00,913865.00,954528.00,4410.00,359141.00,24450,,,,,6.4,6.1,2.00,,,,,,,,,,0.624,43
P212_01N_B4845,"PEDESTRIAN OVER ROAD, PEDSTRIAN OVER P212/1",Bridge,Bridge,2012/10/16,01N,P212,1.00,2022/06/30,2016/06/03,4629598.00,8479289.00,8990870.00,1034650.00,3326622.00,30100,103.00,2.90,7.32,,,,,,,,,,,,,1.00,0.63,37
P243_01N_C4878,P243/1 over spruit,Major Culvert,Culvert Major,2012/10/04,01N,P243,10.00,2022/06/30,2016/06/04,290202.00,492912.00,492912.00,0.00,202710.00,24450,,,,,8.4,2.4,0.60,,,,,,,,,,0.589,47
P25_01N_IDC2366,drainage,Major Culvert,Culvert Major,2012/10/30,01N,P25,27.20,2022/06/30,2016/06/06,200072.00,320076.00,352080.00,7215.00,144793.00,24450,,,,,4,3.6,0.60,,,,,,,,,,0.589,47
P27_01N_IDC1991,P27/1 over spruit,Major Culvert,Culvert Major,2012/10/01,01N,P27,46.50,2022/06/30,2016/06/06,893313.00,1523724.00,1523724.00,3780.00,626631.00,24450,,,,,8.2,7.6,0.50,,,,,,,,,,0.589,47
P27_01N_IDC1994,P27/1 oner stream,Major Culvert,Culvert Major,2012/10/01,01N,P27,1.00,2022/06/30,2016/06/06,103679.00,176100.00,176100.00,0.00,72421.00,29350,,,,,2.5,2.4,5.00,,,,,,,,,,0.589,47
P249_01N_IDC1783,"Culvert at 18,65",Major Culvert,Culvert Major,2012/10/30,01N,P249,18.65,2022/06/30,2016/05/01,139878.00,228533.00,238006.10,248.00,97880.00,24450,,,,,3.12,3.12,2.00,,,,,,,,,,0.589,47
P242_01N_B414,Road Bridge over Boesmanspruit,Bridge,Bridge,2012/10/05,01N,P242,8.30,2022/06/30,2016/05/31,6076474.00,10762271.00,12856610.00,94700.00,6685439.00,30100,35.30,12.10,3.73,,,,,,,,,,,,,1.00,0.48,55
P249_01N_B760,Hennops River Bridge,Bridge,Bridge,2012/10/29,01N,P249,7.60,2022/06/30,2016/03/16,2212138.00,5211292.00,5851440.00,666770.00,2972532.00,30100,18.00,10.80,4.30,,,,,,,,,,,,,1.00,0.492,52
P207_01N_B4108,Elands River Bridge,Bridge,Bridge,2012/10/24,01N,P207,28.50,2022/06/30,2016/02/17,11010230.00,18564287.00,19522860.00,117800.00,8394830.00,30100,47.00,13.80,3.90,,,,,,,,,,,,,1.00,0.57,43
P27_01N_B1270,Road P27/1 over stream,Bridge,Bridge,2012/10/01,01N,P27,1.00,2022/06/30,2016/05/20,5762682.00,11136654.00,12566750.00,68290.00,6735778.00,30100,33.40,12.50,4.50,,,,,,,,,,,,,1.00,0.464,59
P25_01N_B2068,Road P25-1 over rail,Bridge,Bridge,2012/10/09,01N,P25,1.00,2022/06/30,2016/05/16,16966728.00,32083843.00,34888910.00,59060.00,17863124.00,30100,69.20,16.75,5.80,,,,,,,,,,,,,1.00,0.488,53
P212_01N_IDB2501,Cleveland Road Overpass,Bridge,Bridge,2012/11/14,01N,P212,0.70,2022/06/30,2016/06/04,21258967.00,36635231.00,40427310.00,167510.00,19000835.00,30100,55.50,24.20,7.20,,,,,,,,,,,,,1.00,0.53,47
P249_01N_B792,Bridge 792 on R511,Bridge,Bridge,2012/10/30,01N,P249,17.60,2022/06/30,2016/03/15,3661376.00,6741719.00,7375253.00,26250.00,3687626.00,30100,20.25,12.10,2.64,,,,,,,,,,,,,1.00,0.5,50
P219_01N_IDB0978,P219/1-02,Bridge,Bridge,2012/10/18,01N,P219,4.59,2022/06/30,2016/07/28,18223289.00,27848707.00,35144760.00,403435.00,16518036.00,30100,84.00,13.90,5.25,,,,,,,,,,,,,1.00,0.53,47
P31_01N_B4618,Rail bridge at route km 8.8,Bridge,Bridge,2012/10/30,01N,P31,8.80,2022/06/30,2016/03/17,7553964.00,14193970.00,15585780.00,706500.00,7325316.00,30100,86.30,6.00,5.50,,,,,,,,,,,,,1.00,0.53,47
P241_01N_B1275,P241/1-01,Bridge,Bridge,2012/10/18,01N,P241,10.07,2022/06/30,2016/04/21,2501118.00,5031155.00,5418000.00,77850.00,2839032.00,30100,15.00,12.00,4.00,,,,,,,,,,,,,1.00,0.476,56
P241_01N_B2094,P241/1-02,Bridge,Bridge,2012/10/30,01N,P241,5.40,2022/06/30,2016/04/21,5326885.00,9562048.00,10384500.00,176900.00,4880715.00,30100,60.00,5.75,6.10,,,,,,,,,,,,,1.00,0.53,47
P230_01N_B5199,5199 over Ga-Rankuwa to Pienaarspoort Rail,Bridge,Bridge,2012/10/17,01N,P230,0.10,2022/06/30,2016/02/24,12527548.00,23381718.00,23646560.00,5130.00,11113882.00,30100,32.00,24.55,6.89,,,,,,,,,,,,,1.00,0.53,47
P252_01N_BL06-0VP-090,P252-1 Over Guatrain,Bridge,Bridge,2012/10/30,01N,P252,2.50,2022/06/30,2016/03/18,3447432.00,4093600.00,4093600.00,114000.00,532168.00,30100,10.00,13.60,6.10,,,,,,,,,,,,,1.00,0.87,13
P212_01N_B4718,"PIPE BRIDGE OVER ROAD, PIPE BRIDGE OVER P212/1",Bridge,Bridge,2012/10/16,01N,P212,0.70,2022/06/30,2016/06/21,3948714.00,5948010.00,6284880.00,10760.00,2325406.00,30100,72.00,2.90,6.20,,,,,,,,,,,,,1.00,0.63,37
P207_01N_IDC1701,PC9,Major Culvert,Culvert Major,2012/10/25,01N,P207,22.30,2022/06/30,2012/10/25,156761.00,236572.00,266260.50,0.00,109500.00,24450,,,,,3.3,3.3,0.65,,,,,,,,,,0.589,47
P27_01N_IDC1993,P27/1 over spruit,Major Culvert,Culvert Major,2012/10/01,01N,P27,1.00,2022/06/30,2016/06/06,381466.00,647925.00,647925.00,0.00,266459.00,24450,,,,,5.3,5,0.50,,,,,,,,,,0.589,47
P25_01N_IDC2364,drainage,Major Culvert,Culvert Major,2012/10/30,01N,P25,26.90,2022/06/30,2016/06/06,103644.00,174033.00,176040.00,0.00,72396.00,24450,,,,,3,2.4,0.60,,,,,,,,,,0.589,47
P243_01N_B4949,Road P243/1 over river,Bridge,Bridge,2012/10/04,01N,P243,8.20,2022/06/30,2016/05/18,2404192.00,4016996.00,4590852.00,28960.00,2157700.00,30100,12.40,12.30,6.00,,,,,,,,,,,,,1.00,0.53,47
P207_01N_IDC1697,PC8,Major Culvert,Culvert Major,2012/10/25,01N,P207,16.80,2022/06/30,2016/04/24,1381615.00,2227196.00,2488766.00,83646.00,1023505.00,24450,,,,,5.85,17.4,0.40,,,,,,,,,,0.589,47
P24_01N_IDC1364,Drainage,Major Culvert,Culvert Major,2012/10/18,01N,P24,42.30,2022/06/30,2016/05/19,1954227.00,3088217.00,3344760.00,15000.00,1375533.00,24450,,,,,12,11.4,0.00,,,,,,,,,,0.589,47
P25_01N_IDC2359,drainage,Major Culvert,Culvert Major,2012/10/30,01N,P25,8.40,2022/06/30,2016/06/03,508717.00,864063.00,864063.00,0.00,355346.00,24450,,,,,6.2,5.7,0.70,,,,,,,,,,0.589,47
P24_01N_B2169,P24/1-02,Bridge,Bridge,2012/10/09,01N,P24,11.50,2022/06/30,2016/05/09,3723358.00,5983363.00,7103600.00,41550.00,3338692.00,30100,20.00,11.80,2.50,,,,,,,,,,,,,1.00,0.53,47
P31_01N_IDC1837,Culvert at km18.3,Major Culvert,Culvert Major,2012/10/30,01N,P31,18.30,2022/06/30,2016/05/01,96121.00,177607.00,195365.30,18900.00,80344.00,29350,,,,,2.58,2.58,4.00,,,,,,,,,,0.589,47
P27_01N_B1271,Road p27/1 over Suikerbosrand river,Bridge,Bridge,2012/10/01,01N,P27,5.00,2022/06/30,2016/05/20,11274956.00,19834115.00,24889090.00,273580.00,13340552.00,30100,64.60,12.80,6.00,,,,,,,,,,,,,1.00,0.464,59
P230_01N_C4688,"Culvert (703), Tributary to Sandrivier",Major Culvert,Culvert Major,2012/11/26,01N,P230,3.50,2022/06/30,2016/03/30,1971554.00,3277675.00,3353807.00,3000.00,1379253.00,24450,,,,,14.5,9.46,0.50,,,,,,,,,,0.589,47
P25_01N_B767,Klip River,Bridge,Bridge,2012/10/28,01N,P25,2.31,2022/06/30,2016/05/16,2993264.00,5627243.00,5959800.00,165430.00,2801106.00,30100,27.50,7.20,3.05,,,,,,,,,,,,,1.00,0.53,47
P25_01N_B1108,Road P25/1 over river,Bridge,Bridge,2012/10/02,01N,P25,4.50,2022/06/30,2016/05/20,3990652.00,6997070.00,7645400.00,61410.00,3593338.00,30100,20.00,12.70,3.50,,,,,,,,,,,,,1.00,0.53,47
P243_01N_IDC2001,P243 over spruit,Major Culvert,Culvert Major,2012/10/03,01N,P243,29.00,2022/06/30,2016/06/04,83601.00,228958.00,246456.00,61500.00,101355.00,24450,,,,,5.6,1.8,0.30,,,,,,,,,,0.589,47
P249_01N_B637,Hennops River Bridge,Bridge,Bridge,2012/10/30,01N,P249,11.90,2022/06/30,2016/03/16,2963816.00,9279823.00,10710780.00,2305890.00,5441078.00,30100,27.80,12.80,5.50,,,,,,,,,,,,,1.00,0.492,52
P31_01N_C5487,Culvert km 12.05,Major Culvert,Culvert Major,2012/10/30,01N,P31,12.05,2022/06/30,2016/05/01,1919038.00,2437289.00,2493900.00,7500.00,567362.00,24450,,,,,10,10.2,0.50,,,,,,,,,,0.773,26
P24_01N_B2168,P24/01-01,Bridge,Bridge,2012/10/10,01N,P24,0.60,2022/06/30,2016/05/09,2402441.00,4134602.00,4584832.00,27520.00,2154871.00,30100,12.80,11.90,2.50,,,,,,,,,,,,,1.00,0.53,47
P249_01N_IDC2860,Culvert: Tributary of Hennops River,Major Culvert,Culvert Major,2012/10/29,01N,P249,8.20,2022/06/30,2016/05/20,1.00,295510.00,334476.00,256640.00,137553.00,24450,,,,,4,3.42,2.00,,,,,,,,,,0.589,47
P243_01N_IDC2010,P243/1 over spruit,Major Culvert,Culvert Major,2012/10/03,01N,P243,1.00,2022/06/30,2016/06/04,101052.00,171639.00,171639.00,0.00,70587.00,24450,,,,,3.9,1.8,1.00,,,,,,,,,,0.589,47
